ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5023623,F,N,N,2,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-13803,-3249,1,0,1,0,Sales staff,4.0
5023624,F,N,N,2,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-13803,-3249,1,0,1,0,Sales staff,4.0
5023626,F,N,N,2,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-13803,-3249,1,0,1,0,Sales staff,4.0
6052107,F,N,N,2,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-13803,-3249,1,0,1,0,Sales staff,4.0
5023627,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1.0
5023628,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1.0
5023629,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1.0
5023630,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1.0
5023631,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1.0
5023632,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13270,-235,1,1,1,1,Core staff,1.0
5023635,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12272,-2212,1,1,0,0,Laborers,3.0
5023636,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12272,-2212,1,1,0,0,Laborers,3.0
5023638,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12272,-2212,1,1,0,0,Laborers,3.0
5023639,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0
5023640,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0
5023644,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0
5023645,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0
5023646,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0
5023647,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0
5023650,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1.0
5023651,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1.0
5023652,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1.0
5023655,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1.0
5023656,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1.0
5023657,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1.0
5023660,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4.0
5023661,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4.0
5023662,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4.0
5023663,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4.0
5023664,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4.0
5023665,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4.0
6052038,M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4.0
5023666,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
5023668,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
5023671,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
5023672,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
5023673,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
5023674,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
5023675,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
6052039,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
6052040,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16274,-1513,1,0,0,0,Cooking staff,2.0
5023677,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-11736,-1816,1,0,0,0,Cooking staff,2.0
5023678,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-11736,-1816,1,0,0,0,Cooking staff,2.0
5023679,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-20663,-3887,1,0,1,0,Managers,2.0
5023681,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11084,-1086,1,1,1,0,Sales staff,3.0
5023682,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11084,-1086,1,1,1,0,Sales staff,3.0
5023683,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11084,-1086,1,1,1,0,Sales staff,3.0
6052108,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11084,-1086,1,1,1,0,Sales staff,3.0
5023684,M,Y,Y,0,279000.0,Commercial associate,Higher education,Married,House / apartment,-20646,-4039,1,0,1,0,Laborers,2.0
5023685,M,Y,Y,0,279000.0,Commercial associate,Higher education,Married,House / apartment,-20646,-4039,1,0,1,0,Laborers,2.0
5023687,M,Y,Y,0,279000.0,Commercial associate,Higher education,Married,House / apartment,-20646,-4039,1,0,1,0,Laborers,2.0
6052113,M,Y,Y,0,279000.0,Commercial associate,Higher education,Married,House / apartment,-20646,-4039,1,0,1,0,Laborers,2.0
5023688,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,1,0,0,0,,1.0
5023689,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,1,0,0,0,,1.0
5023690,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,1,0,0,0,,1.0
5023691,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,1,0,0,0,,1.0
5023692,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,1,0,0,0,,1.0
5023693,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,1,0,0,0,,1.0
5023696,F,N,Y,0,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12185,-4710,1,1,1,0,Private service staff,2.0
5023697,F,N,Y,0,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12185,-4710,1,1,1,0,Private service staff,2.0
5023698,F,N,Y,0,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12185,-4710,1,1,1,0,Private service staff,2.0
5023699,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023700,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023703,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023705,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023706,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023707,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023711,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023712,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023713,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023714,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
6052041,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
6052042,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
6052043,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
6052045,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
6052046,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17733,-5622,1,0,1,0,Laborers,2.0
5023716,F,Y,Y,0,175500.0,Pensioner,Higher education,Married,House / apartment,-22077,365243,1,0,1,0,,2.0
5023718,F,Y,Y,0,175500.0,Pensioner,Higher education,Married,House / apartment,-22077,365243,1,0,1,0,,2.0
5023719,F,Y,Y,0,175500.0,Pensioner,Higher education,Married,House / apartment,-22077,365243,1,0,1,0,,2.0
5023720,F,Y,Y,0,175500.0,Pensioner,Higher education,Married,House / apartment,-22077,365243,1,0,1,0,,2.0
5023721,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23391,365243,1,0,0,0,,2.0
5023722,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23391,365243,1,0,0,0,,2.0
5023723,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23391,365243,1,0,0,0,,2.0
6052115,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23391,365243,1,0,0,0,,2.0
5023724,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3.0
5023725,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3.0
5023726,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3.0
5023727,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3.0
5023728,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3.0
5023729,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3.0
5023730,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3.0
6052116,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261,-235,1,0,1,0,Laborers,3.0
5023731,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,-9158,-1666,1,0,0,0,,1.0
5023733,F,Y,Y,0,216000.0,Working,Higher education,Civil marriage,House / apartment,-15274,-1423,1,0,0,1,Accountants,2.0
6052048,F,Y,Y,0,216000.0,Working,Higher education,Civil marriage,House / apartment,-15274,-1423,1,0,0,1,Accountants,2.0
5023734,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2.0
5023735,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2.0
5023736,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2.0
5023737,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2.0
5023739,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2.0
5023743,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2.0
5023745,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18975,-751,1,1,1,0,Core staff,2.0
5023748,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0
5023749,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0
5023750,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0
5023751,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0
5023752,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0
5023753,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0
6052049,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0
5023754,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0
5023755,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0
5023756,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0
5023757,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0
5023758,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0
5023759,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0
5023760,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0
5023761,F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0
5023762,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,365243,1,0,1,0,,2.0
5023763,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,365243,1,0,1,0,,2.0
5023764,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,365243,1,0,1,0,,2.0
5023765,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,365243,1,0,1,0,,2.0
5023766,F,N,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22099,365243,1,0,1,0,,2.0
5023767,F,N,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22099,365243,1,0,1,0,,2.0
5023768,F,N,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22099,365243,1,0,1,0,,2.0
5023770,F,N,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22099,365243,1,0,1,0,,2.0
5023771,M,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24742,365243,1,0,0,0,,2.0
5023774,M,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24742,365243,1,0,0,0,,2.0
5023776,M,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,1,0,0,0,Laborers,2.0
5023777,M,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,1,0,0,0,Laborers,2.0
5023778,M,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,1,0,0,0,Laborers,2.0
5023779,M,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,1,0,0,0,Laborers,2.0
5023780,F,N,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-17800,-1086,1,0,0,0,Accountants,2.0
5023811,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6641375,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6641376,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790051,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790052,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790053,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790054,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790055,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790056,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790057,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790059,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790060,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
6790061,M,N,Y,0,202500.0,Commercial associate,Higher education,Married,With parents,-19082,-377,1,0,0,0,IT staff,2.0
5023812,F,N,Y,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-13956,-5429,1,0,0,0,Laborers,2.0
6790085,F,N,Y,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-13956,-5429,1,0,0,0,Laborers,2.0
6790086,F,N,Y,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-13956,-5429,1,0,0,0,Laborers,2.0
5023813,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,2.0
5552568,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,2.0
5552569,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,2.0
5552571,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,2.0
5552572,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,2.0
5552573,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,2.0
6641301,F,Y,Y,0,405000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19736,-195,1,0,0,0,Accountants,2.0
5023814,M,Y,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-18898,-1322,1,0,0,0,,2.0
5552032,M,Y,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-18898,-1322,1,0,0,0,,2.0
5552033,M,Y,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-18898,-1322,1,0,0,0,,2.0
5552034,M,Y,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-18898,-1322,1,0,0,0,,2.0
6641419,M,Y,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-18898,-1322,1,0,0,0,,2.0
5023816,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-17002,-803,1,1,1,0,Managers,3.0
6790240,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-17002,-803,1,1,1,0,Managers,3.0
6790243,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-17002,-803,1,1,1,0,Managers,3.0
6790244,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-17002,-803,1,1,1,0,Managers,3.0
6790245,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-17002,-803,1,1,1,0,Managers,3.0
5023819,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15191,-1748,1,1,1,0,Core staff,2.0
5552082,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15191,-1748,1,1,1,0,Core staff,2.0
5552083,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15191,-1748,1,1,1,0,Core staff,2.0
5552084,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15191,-1748,1,1,1,0,Core staff,2.0
6641361,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15191,-1748,1,1,1,0,Core staff,2.0
6641362,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15191,-1748,1,1,1,0,Core staff,2.0
5023820,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16860,-711,1,0,1,0,Medicine staff,2.0
6790254,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16860,-711,1,0,1,0,Medicine staff,2.0
6790255,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16860,-711,1,0,1,0,Medicine staff,2.0
6790257,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16860,-711,1,0,1,0,Medicine staff,2.0
6790258,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16860,-711,1,0,1,0,Medicine staff,2.0
5023821,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22379,-3178,1,0,0,0,,2.0
6790268,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22379,-3178,1,0,0,0,,2.0
6790271,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22379,-3178,1,0,0,0,,2.0
6790272,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22379,-3178,1,0,0,0,,2.0
5023824,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552161,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552162,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552163,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552164,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552165,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552166,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552168,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552169,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552170,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552171,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5552172,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
6641317,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
6641318,F,N,N,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12833,-4121,1,0,0,0,Sales staff,3.0
5023825,M,Y,Y,1,247500.0,State servant,Higher education,Married,House / apartment,-12906,-4578,1,0,0,0,Core staff,3.0
6790359,M,Y,Y,1,247500.0,State servant,Higher education,Married,House / apartment,-12906,-4578,1,0,0,0,Core staff,3.0
6790360,M,Y,Y,1,247500.0,State servant,Higher education,Married,House / apartment,-12906,-4578,1,0,0,0,Core staff,3.0
5023827,F,Y,Y,0,292500.0,Working,Incomplete higher,Married,House / apartment,-14487,-2538,1,0,0,0,Core staff,2.0
5552235,F,Y,Y,0,292500.0,Working,Incomplete higher,Married,House / apartment,-14487,-2538,1,0,0,0,Core staff,2.0
5552237,F,Y,Y,0,292500.0,Working,Incomplete higher,Married,House / apartment,-14487,-2538,1,0,0,0,Core staff,2.0
5552238,F,Y,Y,0,292500.0,Working,Incomplete higher,Married,House / apartment,-14487,-2538,1,0,0,0,Core staff,2.0
5552241,F,Y,Y,0,292500.0,Working,Incomplete higher,Married,House / apartment,-14487,-2538,1,0,0,0,Core staff,2.0
5552242,F,Y,Y,0,292500.0,Working,Incomplete higher,Married,House / apartment,-14487,-2538,1,0,0,0,Core staff,2.0
5552243,F,Y,Y,0,292500.0,Working,Incomplete higher,Married,House / apartment,-14487,-2538,1,0,0,0,Core staff,2.0
5023830,F,N,Y,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11480,-1687,1,0,0,0,,2.0
6641471,F,N,Y,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11480,-1687,1,0,0,0,,2.0
6764159,F,N,Y,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11480,-1687,1,0,0,0,,2.0
6764160,F,N,Y,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11480,-1687,1,0,0,0,,2.0
6764161,F,N,Y,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11480,-1687,1,0,0,0,,2.0
6764162,F,N,Y,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11480,-1687,1,0,0,0,,2.0
